SEQENCE ID                     TM SP PREDICTION
Q8XE76                          0  0 o
Q8XE81                          5  0 i7-24o63-81i93-113o161-182i191-212o
Q8XE88                          0  0 o
Q8XE93                          0  0 o
Q8XE94                          0  0 o
Q8XEA7                          0  0 o
Q8XEC3                          0  0 o
Q8XEC6                          0  0 o
Q8XED0                          4  0 i273-293o523-548i572-602o608-631i
Q8XED8                          0  0 o
Q8XEE5                          1  0 i76-93o
Q8XEG2                          0  0 o
Q8XEH3                          0  0 o
Q8XEJ1                          0  0 o
Q9REB3                          0  0 o
Q9S5G3                          0  0 o
Q9S5G4                          0  0 o
A0A0H3JBQ6                      0  0 o
A0A0H3JBT6                      0  0 o
A0A0H3JBW9                      0  0 o
A0A0H3JBY6                      0  Y n10-21c26/27o
A0A0H3JCB9                      0  0 o
A0A0H3JCK4                      0  0 o
A0A0H3JCM0                      0  0 o
A0A0H3JCM9                      0  0 o
A0A0H3JCR2                      0  0 o
A0A0H3JCU8                     11  Y n3-13c18/19o141-163i183-205o225-244i268-286o292-315i335-361o381-399i419-446o466-488i509-531o537-559i
A0A0H3JCV4                      0  0 o
A0A0H3JCW5                      0  0 o
A0A0H3JCW8                      0  0 o
A0A0H3JCX1                      0  Y n19-30c36/37o
A0A0H3JCX2                      0  0 o
A0A0H3JCY2                      0  0 o
A0A0H3JD18                      0  Y n7-18c22/23o
A0A0H3JD23                      0  Y n5-15c20/21o
A0A0H3JD45                      0  0 o
A0A0H3JD81                      0  0 o
A0A0H3JDC1                      0  0 i
A0A0H3JDN2                      0  0 o
A0A0H3JDT8                      0  Y n5-15c20/21o
A0A0H3JDU8                      0  0 o
A0A0H3JDU9                      0  0 o
A0A0H3JDV8                      0  0 o
A0A0H3JE16                      0  0 o
A0A0H3JE20                      0  0 o
A0A0H3JE22                     12  0 i12-32o38-61i68-88o94-112i132-153o165-185i192-212o232-252i259-276o282-306i313-331o337-359i
A0A0H3JE39                      0  Y n23-33c41/42o
A0A0H3JE42                      1  0 i12-32o
A0A0H3JEB0                     12  0 i38-62o74-92i104-124o130-158i178-197o217-234i255-278o290-308i320-339o351-377i404-425o437-457i
A0A0H3JEC1                      0  0 o
A0A0H3JEF4                      0  Y n15-28c36/37o
A0A0H3JEI3                      0  0 o
A0A0H3JEL3                     10  0 i35-55o86-107i114-133o145-167i187-207o235-258i301-320o332-351i358-378o398-424i
A0A0H3JEL6                      5  Y n16-27c45/46o55-73i80-97o103-121i177-196o202-223i
A0A0H3JEN1                      0  0 o
A0A0H3JEN8                      1  Y n11-26c31/32o305-327i
A0A0H3JEQ1                      0  0 o
A0A0H3JER5                      0  0 i
A0A0H3JES9                      0  Y n7-18c23/24o
A0A0H3JEW4                      0  0 o
A0A0H3JEX3                      0  0 o
A0A0H3JFE1                      0  0 o
A0A0H3JFF3                      8  0 i12-32o44-66i78-99o119-138i150-171o191-213i225-243o249-274i
A0A0H3JFG5                      0  0 o
A0A0H3JFG9                      0  0 o
A0A0H3JFK1                      1  Y n10-21c26/27o192-212i
A0A0H3JFK5                      0  Y n8-19c24/25o
A0A0H3JFW2                      0  0 o
A0A0H3JFX1                      1  0 i21-39o
A0A0H3JG09                      0  0 i
A0A0H3JG42                      0  0 o
A0A0H3JG71                      1  Y n10-18c23/24o159-180i
A0A0H3JGB8                      0  0 o
A0A0H3JGE1                     11  Y n4-15c20/21o44-63i75-97o103-120i132-156o162-182i208-232o244-262i274-296o302-321i333-355o361-380i
A0A0H3JGF9                      0  0 o
A0A0H3JGG6                      0  0 o
A0A0H3JGG9                     10  0 o6-22i29-49o61-82i89-108o114-132i173-195o201-220i258-280o353-380i392-415o
A0A0H3JGP6                      0  0 o
A0A0H3JGP7                      0  0 o
A0A0H3JH06                      0  0 o
A0A0H3JH12                     12  0 i21-42o62-84i96-116o122-139i160-183o195-214i244-266o278-299i311-331o337-360i372-393o405-423i
A0A0H3JH27                      2  Y n3-13c18/19o102-120i147-166o
A0A0H3JH40                      0  Y n7-19c27/28o
A0A0H3JH44                      0  0 i
A0A0H3JH81                      0  Y n4-15c24/25o
A0A0H3JHA3                      0  0 o
A0A0H3JHB8                      9  0 o6-23i30-48o87-108i167-187o193-212i242-271o277-298i341-361o381-399i
A0A0H3JHB9                      0  0 o
A0A0H3JHD7                      0  Y n16-26c34/35o
A0A0H3JHF5                      2  0 o14-34i147-169o
A0A0H3JHJ2                      0  0 o
A0A0H3JHM3                      0  0 o
A0A0H3JHQ5                      0  0 o
A0A0H3JHS9                      1  Y n17-27c32/33o245-265i
A0A0H3JHU1                      0  0 o
A0A0H3JHW3                      5  0 o32-53i74-93o99-117i145-168o188-213i
A0A0H3JHW6                      9  0 o6-28i40-60o80-100i112-132o138-162i183-201o207-224i231-249o255-273i
A0A0H3JHY3                      0  Y n13-23c31/32o
A0A0H3JI61                      0  0 o
A0A0H3JI68                      0  Y n4-14c19/20o
A0A0H3JI70                      0  Y n3-13c18/19o
A0A0H3JI74                      0  0 o
A0A0H3JIG7                      0  0 o
A0A0H3JII1                      0  0 o
A0A0H3JIM8                      0  Y n7-18c23/24o
A0A0H3JIP9                      0  0 o
A0A0H3JIV4                      0  Y n10-20c25/26o
A0A0H3JIZ2                      6  0 i29-50o89-111i123-145o151-169i201-222o267-290i
A0A0H3JJ08                      0  0 o
A0A0H3JJ49                      0  Y n3-11c17/18o
A0A0H3JJ52                      0  0 o
A0A0H3JJ62                      0  0 o
A0A0H3JJ65                      0  Y n4-12c17/18o
A0A0H3JJ93                      6  0 i20-43o63-89i101-124o144-162i202-228o248-268i
A0A0H3JJ98                      1  0 i12-33o
A0A0H3JJE4                      0  0 o
A0A0H3JJE9                      0  Y n10-23c27/28o
A0A0H3JJG7                      0  0 o
A0A0H3JJK9                      0  0 o
A0A0H3JJM3                      0  0 o
A0A0H3JJQ5                      0  0 o
A0A0H3JJQ9                      0  0 o
A0A0H3JJX1                     11  0 o39-56i76-95o115-136i170-192o198-217i260-279o299-321i333-352o358-385i397-415o421-442i
A0A0H3JK76                      0  0 o
A0A0H3JKB7                      0  0 o
A0A0H3JKD8                      0  0 o
A0A0H3JKE9                      0  0 o
A0A0H3JKH6                      0  0 o
A0A0H3JKJ1                      0  0 o
A0A0H3JKY7                      0  Y n8-18c22/23o
A0A0H3JL26                      1  0 i7-29o
A0A0H3JLN7                      0  0 o
A0A0H3JLT0                      0  0 o
A0A0H3JLX7                      0  0 o
A0A0H3JM35                      5  0 i20-39o45-63i70-91o120-139i151-174o
A0A0H3JM80                     15  0 o6-29i41-62o96-114i121-142o178-198i210-230o250-267i274-294o314-332i353-374o394-412i424-444o450-472i484-503o609-629i
A0A0H3JMH1                      0  Y n12-20c29/30o
A0A0H3JMN8                     11  Y n10-21c26/27o340-359i366-387o393-413i438-458o470-497i538-558o873-890i897-917o923-944i972-992o1004-1026i
A0A0H3JMX3                      0  0 o
A0A0H3JNA7                      0  0 o
A0A0H3JNF7                      0  0 o
A0A0H3JNV9                      0  0 o
A0A0H3JNZ5                      0  0 o
A0A0H3JP03                     12  0 i12-31o37-58i70-89o95-116i137-155o161-179i211-235o255-275i282-300o306-327i348-369o381-402i
A0A0H3JPL5                      0  0 o
A0A0H3JQ42                      5  0 i12-30o42-65i77-103o123-140i161-178o
A0A0H3JQ75                      8  0 i20-42o48-66i78-98o133-154i161-181o213-234i269-292o312-334i
A0A0H3JQB0                     11  Y n7-18c26/27o36-52i72-90o96-119i126-148o160-184i215-239o245-268i275-297o303-323i335-357o369-394i
A0A0H3JQV0                      0  0 o
A0A0H3JR68                      0  0 o
A0A0H3JRG4                     13  0 o6-25i32-50o56-73i85-108o114-136i157-179o185-204i216-235o241-259i280-298o313-337i361-385o397-420i
A0A0H3JRH0                     11  Y n9-28c33/34o57-80i92-114o146-166i178-200o220-236i248-276o282-300i321-345o365-384i391-411o516-533i
A0A0H3JRL7                      0  0 o
A0A0H3JRX8                      0  0 o
A0A0H3JS22                      1  Y n10-21c26/27o192-214i
A0A0H3JS46                      1  Y n7-18c24/25o184-206i
A0A0T7C0V7                      5  0 i91-110o116-132i144-162o182-209i221-237o
A0A0T7C0Z0                      0  Y n6-16c28/29o
A0A143E919                      0  0 o
A0A143EF68                      0  0 o
A0A152UU79                      0  0 o
A0A152V5A9                     10  0 i139-159o179-198i205-222o228-247i259-281o301-319i340-360o372-392i399-418o438-459i
A0A2Z5XFS5                      0  0 i
A0A2Z5XP58                      1  0 o6-24i
A0A2Z5XTA3                      0  Y n7-18c23/24o
A0A2Z5XV09                      0  0 o
A0A2Z6FLF5                      3  Y n4-15c21/22o37-58i65-85o91-110i
A0A2Z6FLK9                      0  0 i
A8B1H9                          0  Y n8-18c22/23o
A8B1I1                          6  0 i7-24o44-62i74-93o105-129i141-163o175-195i
O82881                          0  0 o
O82884                          0  0 o
O82885                          0  0 o
O82886                          1  0 i59-77o
O82897                          0  0 o
O82922                          0  0 o
P0A4D1                          0  0 o
P0A6C7                          0  0 o
P0A6D1                          0  0 o
P0A6G6                          0  0 o
P0A6J4                          5  0 i31-51o71-92i143-163o169-188i209-242o
P0A6L8                          0  0 o
P0A6M1                          0  0 o
P0A6M3                          4  0 i12-33o45-64i71-89o145-166i
P0A6N6                          0  0 o
P0A6P0                          0  0 o
P0A6P3                          0  0 o
P0A6P6                          0  0 o
P0A6R5                          0  0 o
P0A6S1                          0  Y n14-25c33/34o
P0A6S6                          0  Y n4-14c18/19o
P0A6U0                          0  0 o
P0A6U7                          0  0 o
P0A6V0                          0  0 o
P0A6W2                          0  0 o
P0A6W7                          0  0 o
P0A6X9                          0  0 o
P0A6Y3                          0  0 o
P0A6Y7                          0  0 o
P0A6Z2                          0  0 o
P0A6Z5                          0  0 o
P0A6Z8                          0  0 o
P0A701                          0  0 o
P0A709                          0  0 o
P0A711                          5  0 o20-39i51-68o74-96i117-139o151-170i
P0A736                          0  0 o
P0A743                          2  0 i21-52o72-96i
P0A768                          6  0 o6-26i38-59o65-87i99-122o134-155i167-191o
P0A771                         11  0 i21-40o52-75i95-116o122-144i156-176o196-216i237-263o283-313i325-343o349-370i391-410o
P0A778                          0  0 o
P0A782                          0  0 i
P0A7D9                          0  0 o
P0A7F5                          0  0 o
P0A7G0                          0  0 o
P0A7G4                          0  0 i
P0A7H2                          0  0 o
P0A7H5                          0  0 o
P0A7H8                          0  0 o
P0A7I2                          0  0 o
P0A7J9                          0  0 o
P0A7K4                          0  0 o
P0A7K8                          0  0 o
P0A7L2                          0  0 i
P0A7L5                          0  0 o
P0A7M0                          0  0 o
P0A7M4                          0  0 o
P0A7M8                          0  0 i
P0A7N3                          0  0 o
P0A7N5                          0  0 o
P0A7P1                          0  0 i
P0A7P7                          0  0 i
P0A7Q2                          0  0 i
P0A7Q7                          0  0 i
P0A7R3                          0  0 o
P0A7R7                          0  0 i
P0A7S1                          0  0 i
P0A7T1                          0  0 o
P0A7T5                          0  0 o
P0A7T9                          0  0 i
P0A7U5                          0  0 i
P0A7U9                          0  0 i
P0A7V2                          0  0 o
P0A7V5                          0  0 o
P0A7W9                          0  0 o
P0A7X5                          0  0 o
P0A7X8                          0  0 o
P0A802                          0  0 o
P0A807                          0  0 o
P0A824                          0  0 o
P0A834                          0  0 i
P0A845                          0  Y n9-20c29/30o
P0A857                          0  Y n7-16c21/22o
P0A875                          0  0 o
P0A896                          0  0 o
P0A8B0                          0  0 o
P0A8B7                          0  0 o
P0A8D2                          0  0 o
P0A8E0                          2  0 i46-64o70-90i
P0A8E9                          0  0 o
P0A8H1                          0  0 o
P0A8H5                          7  0 o6-25i32-50o62-81i125-150o170-192i199-215o235-256i
P0A8H9                          0  0 o
P0A8J0                          0  0 o
P0A8L0                          7  0 o39-61i73-91o103-120i141-160o180-200i212-234o240-266i
P0A8M8                          0  0 o
P0A8N1                          0  0 o
P0A8P4                          0  Y n4-11c16/17o
P0A8Q2                          3  0 i26-48o68-88i109-130o
P0A8Q4                          3  0 i12-45o57-78i99-118o
P0A8Q8                          0  0 o
P0A8R2                          0  0 o
P0A8S3                          0  0 o
P0A8S7                          2  0 o6-24i90-110o
P0A8T3                          0  0 o
P0A8T6                          0  0 o
P0A8U4                          0  0 i
P0A8U8                          0  0 o
P0A8V8                          0  0 o
P0A8W3                          0  0 o
P0A8X1                          0  0 o
P0A8Z5                          0  0 o
P0A902                          0  Y n3-15c20/21o
P0A906                          0  Y n5-16c21/22o
P0A913                          0  Y n6-14c18/19o
P0A919                          0  Y n4-15c23/24o
P0A928                          0  Y n4-14c22/23o
P0A931                          0  Y n11-21c25/26o
P0A933                          0  Y n10-21c26/27o
P0A942                          0  Y n6-13c20/21o
P0A946                          0  0 o
P0A949                          0  0 o
P0A966                          0  0 o
P0A970                          0  0 o
P0A974                          0  0 i
P0A9A4                          0  0 o
P0A9A8                          0  0 o
P0A9B1                          0  0 o
P0A9D3                          0  0 o
P0A9D6                          0  0 o
P0A9E1                          0  0 o
P0A9E4                          0  0 o
P0A9F5                          0  0 o
P0A9F8                          0  0 o
P0A9G0                          0  Y n16-26c34/35o
P0A9I6                          0  0 o
P0A9I9                          0  0 o
P0A9K2                          0  0 o
P0A9K5                          0  0 o
P0A9L7                          0  0 o
P0A9N2                          0  0 o
P0A9Q3                          0  0 o
P0A9R5                          0  0 o
P0A9R9                          0  0 o
P0A9S4                          0  0 o
P0A9T9                          0  0 o
P0A9U5                          0  0 o
P0A9V0                          0  0 o
P0A9W2                          0  0 o
P0A9Y1                          0  0 i
P0A9Y8                          0  0 i
P0A9Z3                          0  0 o
P0AA06                          0  0 o
P0AA12                          0  0 o
P0AA48                         12  0 i20-42o54-73i94-116o128-146i158-179o199-217i237-260o287-315i336-355o361-383i395-413o419-437i
P0AA51                         10  0 o6-23i35-55o67-90i97-117o129-150i175-196o202-222i234-253o259-278i290-309o
P0AA62                          6  0 o20-38i45-62o68-88i123-143o155-176i188-212o
P0AA65                          6  0 o20-38i45-62o68-88i123-143o155-176i188-212o
P0AA69                          9  Y n10-18c22/23o38-59i71-89o95-115i122-139o145-165i177-196o202-225i237-258o264-283i
P0AA72                          9  Y n6-16c21/22o37-56i68-86o98-117i124-143o149-169i176-199o211-233i245-262o268-290i
P0AA74                         10  0 i7-26o38-56i71-91o103-120i132-151o157-177i189-205o217-236i248-269o281-299i
P0AA81                         12  0 i12-32o52-73i85-103o109-130i151-173o179-199i251-270o290-314i326-345o351-372i379-406o412-434i
P0AA85                          0  0 o
P0AAB0                          0  Y n7-18c26/27o
P0AAB3                          0  0 o
P0AAC2                          0  0 o
P0AAD0                          0  0 o
P0AAD7                         11  0 i24-43o49-67i100-120o140-157i164-187o207-229i250-273o300-324i345-364o370-394i406-428o
P0AAD9                         11  0 i23-42o48-66i97-116o136-155i167-186o206-234i255-278o317-337i358-379o391-409i421-440o
P0AAE1                         12  0 i28-45o51-71i108-130o136-154i166-187o207-231i252-274o286-311i347-365o371-397i417-435o441-460i
P0AAE4                         12  0 i16-34o40-59i95-118o124-142i154-176o196-218i239-258o278-298i330-350o356-377i398-421o427-445i
P0AAF0                         12  0 i7-28o40-58i94-115o121-139i146-169o189-208i220-238o258-283i323-344o350-371i383-401o407-424i
P0AAH6                          0  0 o
P0AAJ9                          1  Y n9-20c26/27o293-311i
P0AAK6                          0  0 o
P0AAK8                          0  Y n8-19c27/28o
P0AAL2                          0  0 o
P0AAL7                          0  0 o
P0AAM2                          6  0 o20-40i61-80o100-116i128-151o157-174i186-203o
P0AAM5                          0  0 o
P0AAM9                          0  0 o
P0AAP0                          0  0 o
P0AAP6                          0  0 o
P0AAQ4                          0  0 o
P0AAR2                          0  0 o
P0AAS1                          2  0 i36-55o61-79i
P0AAS6                          0  0 o
P0AAV5                          0  0 o
P0AAX1                          1  0 i7-29o
P0AAX7                          0  Y n4-14c22/23o
P0AAZ6                          0  0 o
P0AB02                          2  0 o12-32i41-59o
P0AB22                          0  0 o
P0AB30                          0  0 o
P0AB39                          0  Y n8-18c22/23o
P0AB42                          0  Y n6-14c22/23o
P0AB66                          0  Y n4-11c16/17o
P0AB94                         10  Y n2-17c35/36o51-70i91-109o115-132i139-163o175-198i222-240o246-263i275-296o316-334i401-423o
P0AB99                          5  0 o36-60i100-118o147-166i211-233o239-264i
P0ABA5                          0  0 o
P0ABA8                          0  0 o
P0ABC5                          1  0 o6-23i
P0ABC8                          1  0 i80-100o
P0ABD0                         12  0 i16-35o55-79i91-115o143-166i194-215o235-253i265-290o319-338i350-368o403-422i448-467o479-497i
P0ABD2                         11  Y n2-13c18/19o34-59i80-104o136-158i170-191o203-221i228-246o258-277i289-308o348-371i392-412o418-438i
P0ABE0                          0  0 i
P0ABE8                          0  Y n5-16c22/23o
P0ABF0                          0  0 o
P0ABH2                          0  0 o
P0ABH6                          5  0 o6-25i37-54o74-92i104-128o134-152i
P0ABK8                          0  Y n5-13c21/22o
P0ABM0                          6  0 i21-39o45-70i82-103o123-145i157-180o192-215i
P0ABM3                          6  0 i21-43o63-84i91-113o133-149i161-182o202-221i
P0ABM7                          1  0 o12-37i
P0ABP4                         12  0 i5-22o28-46i79-98o118-144i156-175o195-218i238-260o266-288i309-333o339-363i406-424o436-458i
P0ABP7                          4  0 i27-49o69-92i156-178o190-208i
P0ABR3                          0  0 o
P0ABS3                          0  0 o
P0ABT0                          0  0 o
P0ABU8                          3  0 o21-43i132-157o177-198i
P0ABV0                          3  0 o15-35i139-159o171-192i
P0ABV4                          1  0 o20-41i
P0ABV8                          1  0 i21-39o
P0ABW1                          0  0 o
P0ABW6                          0  Y n6-17c22/23o
P0ABX4                          0  0 o
P0ABX7                          0  0 o
P0ABY0                          1  0 i14-35o
P0ABY3                          0  0 o
P0ABY6                          0  0 o
P0ABZ3                          0  0 o
P0AC04                          0  Y n7-17c22/23o
P0AC06                          4  Y n4-15c21/22o45-74i86-105o185-211i223-244o
P0AC09                          1  Y n16-35c40/41o56-74i
P0AC61                          0  0 o
P0AC64                          0  0 o
P0AC67                          0  0 o
P0AC71                          0  0 o
P0AC95                         12  0 i7-23o29-49i61-79o99-132i139-157o177-201i222-249o261-280i301-320o340-373i380-402o422-446i
P0AC97                         12  0 i5-22o28-47i59-80o100-128i140-163o175-197i226-250o262-282i303-320o340-373i385-408o428-445i
P0AC99                          6  0 i12-31o37-56i63-84o96-116i123-143o149-169i
P0ACA5                          0  0 o
P0ACB9                          1  Y n4-17c26/27o42-62i
P0ACC5                          0  0 o
P0ACD0                          0  0 o
P0ACE5                          0  0 o
P0ACE8                          0  0 o
P0ACG7                          0  Y n8-19c26/27o
P0ACH0                          0  0 o
P0ACH3                          0  0 o
P0ACH6                          0  0 o
P0ACI1                          0  0 o
P0ACI5                          0  0 o
P0ACI8                          0  0 o
P0ACJ2                          0  0 i
P0ACJ7                          0  Y n9-19c27/28o
P0ACK4                          0  0 o
P0ACK7                          0  0 o
P0ACL3                          0  0 o
P0ACM1                          0  0 o
P0ACM3                          0  0 o
P0ACM7                          0  0 o
P0ACN0                          0  0 o
P0ACN6                          0  0 i
P0ACN9                          0  0 o
P0ACP3                          0  0 o
P0ACQ2                          0  0 o
P0ACQ8                          0  0 o
P0ACR1                          0  0 o
P0ACR3                          0  0 o
P0ACR6                          0  0 o
P0ACS1                          0  0 o
P0ACS3                          0  0 i
P0ACS6                          0  0 o
P0ACT3                          0  0 o
P0ACT8                          0  0 o
P0ACX7                          0  0 o
P0ACY2                          0  0 o
P0ACY5                          0  0 o
P0ACZ3                          0  0 o
P0AD00                          0  0 o
P0AD02                          1  0 o198-216i
P0AD04                          8  0 i66-84o120-141i162-179o185-208i266-291o311-339i360-378o384-406i
P0AD13                          0  Y n4-12c24/25o
P0AD29                          5  0 i21-39o51-73i85-103o135-157i169-191o
P0AD32                          8  0 i7-28o53-73i85-105o111-127i139-158o164-183i195-217o237-255i
P0AD51                          0  0 i
P0AD60                          0  Y n13-23c28/29o
P0AD98                          0  Y n7-18c23/24o
P0ADA0                         12  0 i12-29o41-64i76-98o118-138i150-171o191-212i224-246o281-307i314-333o339-359i371-389o409-426i
P0ADA9                          0  Y n9-17c22/23o
P0ADB2                          0  Y n7-18c23/24o
P0ADB6                          0  Y n5-16c21/22o
P0ADB9                          0  Y n5-15c20/21o
P0ADC5                          5  0 o25-48i269-290o310-336i343-360o366-385i
P0ADD4                          5  0 o6-27i34-52o58-75i87-109o129-151i
P0ADE5                          0  Y n7-15c21/22o
P0ADH6                          0  0 i
P0ADI8                          0  0 o
P0ADJ1                          6  Y n3-14c18/19o34-64i76-96o102-123i130-152o158-177i189-207o
P0ADJ7                          1  0 o6-25i
P0ADN1                          0  0 o
P0ADN4                          0  0 o
P0ADN8                          0  Y n7-18c23/24o
P0ADP6                          9  Y n2-13c19/20o29-47i59-81o87-105i112-130o136-158i170-190o202-222i234-253o259-276i
P0ADQ4                          1  0 o219-240i
P0ADQ9                          1  0 i87-106o
P0ADR4                          3  Y n7-20c24/25o40-61i68-91o97-121i
P0ADS4                          0  0 o
P0ADT7                          0  0 o
P0ADU0                          1  Y n6-17c22/23o173-195i
P0ADU3                          0  0 o
P0ADU6                          0  Y n4-15c20/21o
P0ADV3                          0  Y n12-23c27/28o
P0ADW1                          0  Y n7-18c27/28o
P0ADW5                          1  0 o6-24i
P0ADW7                          0  0 o
P0ADY5                          0  0 o
P0ADY9                          0  0 i
P0ADZ2                          0  0 i
P0ADZ9                          1  0 o20-39i
P0AE13                          0  0 o
P0AE17                         14  0 i15-38o44-61i82-101o107-131i143-165o177-195i225-250o262-281i288-309o321-342i354-376o382-402i423-445o465-485i
P0AE25                         12  0 i23-51o63-84i91-110o116-137i149-167o179-198i258-281o297-317i329-348o360-384i405-422o428-446i
P0AE32                          5  0 o20-39i51-70o82-100i155-176o188-211i
P0AE38                          0  0 o
P0AE40                          0  0 o
P0AE47                          3  Y n5-18c26/27o56-80i100-119o139-162i
P0AE50                          0  0 o
P0AE61                          0  0 i
P0AE65                          0  0 o
P0AE68                          0  0 o
P0AE73                          0  0 o
P0AE75                         14  0 i7-27o33-50i57-74o94-117i138-155o161-178i190-213o233-259i288-304o310-329i341-361o381-412i424-443o463-486i
P0AE80                          0  0 o
P0AE84                          2  0 o6-27i165-184o
P0AE89                          0  0 o
P0AEA4                          0  Y n4-13c18/19o
P0AEB6                          5  0 o12-30i42-65o77-96i117-134o140-159i
P0AEC2                          7  0 o12-36i48-69o81-101i122-148o154-172i184-207o213-231i
P0AED2                          0  0 o
P0AEF6                          0  0 o
P0AEG0                          6  0 i9-30o100-123i135-160o201-221i259-285o305-331i
P0AEG3                          5  0 o32-53i102-127o147-173i215-244o264-287i
P0AEG5                          0  Y n4-15c19/20o
P0AEG7                          0  Y n4-15c20/21o
P0AEH7                          1  0 o81-99i
P0AEI0                          4  0 i21-39o59-77i89-110o130-152i
P0AEI8                          0  0 o
P0AEJ1                         13  0 i12-33o53-72i81-100o106-128i140-161o167-189i201-220o232-251i272-291o303-324i336-353o365-390i480-498o
P0AEL5                          0  0 o
P0AEL9                          0  0 o
P0AEM2                          0  0 o
P0AEM8                          0  0 o
P0AEN6                          1  0 o35-57i
P0AEQ5                          0  Y n7-18c22/23o
P0AEQ8                          5  0 o23-42i54-78o90-113i125-144o190-209i
P0AER7                          5  0 o20-44i65-83o95-112i153-178o198-219i
P0AET0                          0  Y n4-15c21/22o
P0AEU2                          0  Y n4-14c22/23o
P0AEU5                          3  0 o20-45i57-79o200-221i
P0AEU9                          0  Y n4-15c20/21o
P0AEV2                          0  0 o
P0AEW2                          7  0 o6-24i31-54o60-80i92-114o126-143i152-171o177-196i
P0AEW5                          0  0 o
P0AEZ0                         12  0 i15-33o53-72i84-103o109-130i142-164o170-188i221-246o258-275i287-308o314-335i347-367o379-399i
P0AF00                          0  0 o
P0AF02                          5  0 o20-37i49-70o90-115i136-158o198-220i
P0AF04                          0  0 o
P0AF17                         13  0 o27-45i82-110o130-154i161-182o188-205i236-262o274-292i313-334o354-371i383-402o408-429i441-466o478-501i
P0AF22                          0  0 o
P0AF27                          0  0 o
P0AF30                          0  0 o
P0AF53                         13  0 i29-49o55-74i81-101o107-129i141-165o171-195i202-220o256-280i301-321o333-350i357-378o390-416i428-448o
P0AF62                          0  0 o
P0AF65                          0  0 o
P0AF68                          0  0 o
P0AF81                          4  0 o6-28i49-69o75-97i109-128o
P0AF84                          0  Y n4-15c23/24o
P0AF91                          0  0 o
P0AFA0                          6  0 i16-39o59-76i97-119o268-289i296-316o328-348i
P0AFA6                          4  0 o12-42i365-384o390-410i422-443o
P0AFA8                         12  0 o20-47i59-77o89-108i120-141o147-165i202-219o239-260i299-331o351-368i389-413o453-471i478-498o
P0AFB0                          6  0 i12-32o75-100i121-148o177-196i203-222o242-260i
P0AFB3                          0  Y n8-19c31/32o
P0AFG1                          0  0 o
P0AFG5                          0  0 o
P0AFG9                          0  0 o
P0AFH4                          6  0 i12-30o100-121i133-161o173-192i228-254o274-300i
P0AFH7                          6  0 i40-64o103-128i140-158o164-183i218-247o267-290i
P0AFJ0                          7  0 o20-51i72-93o151-177i217-236o242-270i282-301o307-332i
P0AFJ3                          0  0 o
P0AFJ6                          0  0 o
P0AFJ9                          9  0 o12-32i52-76o96-116i123-143o155-177i208-227o233-255i379-402o474-494i
P0AFK1                          0  0 o
P0AFK8                          6  0 i12-30o64-86i98-122o128-151i172-195o230-252i
P0AFL5                          0  Y n4-15c24/25o
P0AFM3                          0  Y n5-16c21/22o
P0AFM7                          0  0 o
P0AFN1                          1  0 o6-24i
P0AFN4                          1  0 o39-64i
P0AFN8                          7  Y n4-9c14/15o24-46i58-84o104-132i139-164o170-191i203-221o227-248i
P0AFP8                          0  0 o
P0AFQ0                          6  0 i21-41o173-197i218-243o255-277i284-302o345-363i
P0AFQ4                          6  0 i29-47o182-205i232-255o261-283i295-314o346-370i
P0AFQ9                          0  0 o
P0AFR3                          9  0 o33-53i60-80o100-118i130-152o172-198i210-231o278-300i358-388o408-438i
P0AFS4                          0  0 o
P0AFU1                          6  0 i9-30o135-156i168-194o224-247i282-309o329-355i
P0AFU3                         10  0 i5-22o28-45i57-83o95-124i136-155o175-195i470-493o513-538i550-568o588-608i
P0AFV1                          1  Y n3-13c18/19o28-49i
P0AFV3                          5  0 o6-22i34-54o69-87i92-112o118-138i
P0AFV9                          0  0 o
P0AFW1                          0  0 o
P0AFW3                          0  0 i
P0AFW6                          0  0 o
P0AFX2                          0  0 o
P0AFX5                          0  0 o
P0AFY0                          0  Y n4-16c28/29o
P0AFY4                          0  Y n5-18c22/23o
P0AFY7                          8  0 i12-30o58-78i85-112o140-164i206-227o239-263i309-326o332-353i
P0AFZ4                          0  0 o
P0AFZ6                          0  0 o
P0AG04                          0  Y n4-15c20/21o
P0AG12                          0  0 o
P0AG19                          0  0 o
P0AG36                          4  Y n7-18c23/24o39-65i116-138o144-168i188-205o
P0AG39                          6  0 o6-26i38-63o69-87i119-140o152-174i186-204o
P0AG46                          0  0 i
P0AG49                          0  0 o
P0AG53                          0  0 o
P0AG57                          0  0 o
P0AG61                          0  0 i
P0AG65                          0  0 o
P0AG69                          0  0 o
P0AG72                          1  0 o6-25i
P0AG77                          0  0 o
P0AG81                          0  Y n7-18c23/24o
P0AG85                          0  0 o
P0AG88                          0  0 o
P0AG91                          6  0 i7-25o453-472i477-497o503-524i545-571o577-605i
P0AG95                          6  0 i24-43o142-163i170-191o197-217i248-266o272-297i
P0AG98                          3  0 o16-36i43-61o95-119i
P0AGA4                         10  0 i23-44o75-98i119-139o154-174i186-203o215-237i274-296o316-337i373-391o397-418i
P0AGA8                          0  0 o
P0AGB5                          0  0 o
P0AGC1                         12  0 i28-45o65-85i97-117o123-148i160-183o189-210i260-278o298-318i327-345o351-380i392-411o423-446i
P0AGF3                          0  0 o
