# SignalP-5.0	Organism: euk	Timestamp: 20260407125043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
P64518	OTHER	0.001533	0.998467	
P64523	OTHER	0.001280	0.998720	
P64527	OTHER	0.002267	0.997733	
P64538	OTHER	0.201192	0.798808	
P64541	OTHER	0.001214	0.998786	
P64543	SP(Sec/SPI)	0.998571	0.001429	CS pos: 21-22. ANA-GE. Pr: 0.8949
P64546	OTHER	0.036990	0.963010	
P64549	SP(Sec/SPI)	0.999184	0.000816	CS pos: 22-23. ILA-QE. Pr: 0.9679
P64558	OTHER	0.001291	0.998709	
P64566	OTHER	0.117240	0.882760	
P64569	OTHER	0.005473	0.994527	
P64571	OTHER	0.001959	0.998041	
P64576	OTHER	0.005600	0.994400	
P64586	OTHER	0.000223	0.999777	
P64591	OTHER	0.000939	0.999061	
P64593	OTHER	0.000610	0.999390	
P64618	OTHER	0.000340	0.999660	
P64621	OTHER	0.167585	0.832415	
P64623	SP(Sec/SPI)	0.997563	0.002437	CS pos: 18-19. GCA-HD. Pr: 0.3752
P64629	SP(Sec/SPI)	0.978464	0.021536	CS pos: 22-23. CTG-HI. Pr: 0.4535
P65296	SP(Sec/SPI)	0.979975	0.020025	CS pos: 22-23. CSS-DY. Pr: 0.3070
P65640	OTHER	0.002348	0.997652	
P67090	OTHER	0.000467	0.999533	
P67245	OTHER	0.004869	0.995131	
P67340	OTHER	0.000583	0.999417	
P67626	OTHER	0.001019	0.998981	
P68207	OTHER	0.001106	0.998894	
P68648	OTHER	0.001297	0.998703	
Q7A9R1	OTHER	0.000189	0.999811	
Q7AEZ3	OTHER	0.001186	0.998814	
Q7AEZ5	OTHER	0.004039	0.995961	
Q7AEZ6	OTHER	0.005903	0.994097	
Q7AF45	OTHER	0.001797	0.998203	
Q7AF46	OTHER	0.000475	0.999525	
Q7AFY5	OTHER	0.040538	0.959462	
Q7AFY6	OTHER	0.001594	0.998406	
Q7AGG7	OTHER	0.000992	0.999008	
Q7BSU2	OTHER	0.000995	0.999005	
Q7BSU3	OTHER	0.005241	0.994759	
Q7BSU5	OTHER	0.001479	0.998521	
Q7BSV3	SP(Sec/SPI)	0.881413	0.118587	CS pos: 26-27. CHQ-SP. Pr: 0.3524
Q7BSV5	SP(Sec/SPI)	0.574067	0.425933	CS pos: 24-25. TIA-AV. Pr: 0.2006
Q7BSV6	OTHER	0.292046	0.707954	
Q7BSV7	OTHER	0.468390	0.531610	
Q7DAR4	OTHER	0.174456	0.825544	
Q7DAR7	OTHER	0.380145	0.619855	
Q7DAS4	OTHER	0.025884	0.974116	
Q7DB49	OTHER	0.084538	0.915462	
Q7DB50	OTHER	0.001411	0.998589	
Q7DB52	OTHER	0.000746	0.999254	
Q7DB53	OTHER	0.000230	0.999770	
Q7DB54	OTHER	0.000266	0.999734	
Q7DB56	OTHER	0.005178	0.994822	
Q7DB57	OTHER	0.067408	0.932592	
Q7DB58	OTHER	0.005499	0.994501	
Q7DB59	OTHER	0.000331	0.999669	
Q7DB60	SP(Sec/SPI)	0.997600	0.002400	CS pos: 17-18. CYA-SD. Pr: 0.9634
Q7DB61	OTHER	0.003073	0.996927	
Q7DB62	OTHER	0.000289	0.999711	
Q7DB63	OTHER	0.000528	0.999472	
Q7DB65	OTHER	0.001564	0.998436	
Q7DB67	OTHER	0.000321	0.999679	
Q7DB68	OTHER	0.004118	0.995882	
Q7DB69	OTHER	0.000715	0.999285	
Q7DB70	OTHER	0.000586	0.999414	
Q7DB72	OTHER	0.000448	0.999552	
Q7DB73	OTHER	0.005391	0.994609	
Q7DB74	OTHER	0.000963	0.999037	
Q7DB75	OTHER	0.000931	0.999069	
Q7DB76	OTHER	0.002163	0.997837	
Q7DB78	OTHER	0.001254	0.998746	
Q7DB79	OTHER	0.000308	0.999692	
Q7DB80	OTHER	0.000498	0.999502	
Q7DB81	OTHER	0.001167	0.998833	
Q7DB82	OTHER	0.000594	0.999406	
Q7DB83	OTHER	0.001009	0.998991	
Q7DB84	OTHER	0.032675	0.967325	
Q7DB85	OTHER	0.001490	0.998510	
Q7DB90	OTHER	0.000433	0.999567	
Q7DB91	OTHER	0.002942	0.997058	
Q7DB92	OTHER	0.009373	0.990627	
Q7DB93	OTHER	0.002084	0.997916	
Q7DB94	OTHER	0.000646	0.999354	
Q7DB95	OTHER	0.000559	0.999441	
Q7DB96	OTHER	0.000431	0.999569	
Q7DBA8	OTHER	0.000598	0.999402	
Q7DBB0	SP(Sec/SPI)	0.992309	0.007691	CS pos: 21-22. ASS-GT. Pr: 0.2658
Q7DBB7	OTHER	0.003576	0.996424	
Q7DBB8	OTHER	0.001647	0.998353	
Q7DBC2	OTHER	0.000999	0.999001	
Q7DBE5	OTHER	0.002531	0.997469	
Q7DBF0	OTHER	0.001794	0.998206	
Q7DBF1	OTHER	0.001926	0.998074	
Q7DBF2	OTHER	0.000485	0.999515	
Q7DBF4	OTHER	0.000695	0.999305	
Q7DBI1	OTHER	0.001186	0.998814	
Q7DBI3	OTHER	0.000687	0.999313	
Q7DBI4	OTHER	0.000433	0.999567	
Q7DBJ9	OTHER	0.000738	0.999262	
Q7DBK5	OTHER	0.000978	0.999022	
Q7DBL3	SP(Sec/SPI)	0.998010	0.001990	CS pos: 18-19. AYA-DI. Pr: 0.9705
Q7DBL5	OTHER	0.000976	0.999024	
Q7DBL8	OTHER	0.022640	0.977360	
Q7DBM4	OTHER	0.002411	0.997589	
Q7DBS3	OTHER	0.000262	0.999738	
Q7DBS4	OTHER	0.014518	0.985482	
Q7DBS7	OTHER	0.000849	0.999151	
Q7DBS9	OTHER	0.004304	0.995696	
Q7DBT0	OTHER	0.001576	0.998424	
Q7DBT1	OTHER	0.008427	0.991573	
Q7DBT2	OTHER	0.000967	0.999033	
Q7DBT6	OTHER	0.003954	0.996046	
Q7DBT7	OTHER	0.000636	0.999364	
Q7DBU9	OTHER	0.000675	0.999325	
Q7DBX3	OTHER	0.001329	0.998671	
Q7DBX5	OTHER	0.000675	0.999325	
Q7DBX8	OTHER	0.020325	0.979675	
Q7DBY3	OTHER	0.000158	0.999842	
Q7DC05	OTHER	0.001655	0.998345	
Q7DC08	OTHER	0.000841	0.999159	
Q7DC14	OTHER	0.000498	0.999502	
Q7DC18	OTHER	0.001286	0.998714	
Q7DC22	OTHER	0.001371	0.998629	
Q7DC27	OTHER	0.000424	0.999576	
Q7DC28	OTHER	0.000911	0.999089	
Q7DC29	OTHER	0.000341	0.999659	
Q7DC30	SP(Sec/SPI)	0.990979	0.009021	CS pos: 23-24. VLA-GD. Pr: 0.7885
Q7DC31	SP(Sec/SPI)	0.953189	0.046811	CS pos: 26-27. TSR-IA. Pr: 0.2186
Q7DC32	OTHER	0.000189	0.999811	
Q7DC33	OTHER	0.015384	0.984616	
Q7DC34	OTHER	0.001222	0.998778	
Q7DC35	OTHER	0.003765	0.996235	
Q7DKV1	OTHER	0.002278	0.997722	
Q8X280	OTHER	0.003459	0.996541	
Q8X281	SP(Sec/SPI)	0.996628	0.003372	CS pos: 24-25. ASA-AE. Pr: 0.3357
Q8X282	SP(Sec/SPI)	0.997365	0.002635	CS pos: 24-25. AWA-SE. Pr: 0.6515
Q8X283	OTHER	0.162819	0.837181	
Q8X284	SP(Sec/SPI)	0.947024	0.052976	CS pos: 27-28. AHA-SK. Pr: 0.8407
Q8X285	SP(Sec/SPI)	0.993558	0.006442	CS pos: 21-22. ACA-ST. Pr: 0.3571
Q8X286	OTHER	0.008667	0.991333	
Q8X287	OTHER	0.003459	0.996541	
Q8X289	OTHER	0.048547	0.951453	
Q8X290	SP(Sec/SPI)	0.915225	0.084775	CS pos: 22-23. SWA-VN. Pr: 0.8189
Q8X2A9	OTHER	0.004254	0.995746	
Q8X2F6	OTHER	0.001430	0.998570	
Q8X2T9	OTHER	0.066310	0.933690	
Q8X2V7	OTHER	0.022758	0.977242	
Q8X367	OTHER	0.014773	0.985227	
Q8X3J8	SP(Sec/SPI)	0.999104	0.000896	CS pos: 22-23. AQA-DI. Pr: 0.9490
Q8X3K2	OTHER	0.006782	0.993218	
Q8X3L2	OTHER	0.002486	0.997514	
Q8X3M8	OTHER	0.003098	0.996902	
Q8X3N0	OTHER	0.001211	0.998789	
Q8X3N1	OTHER	0.000338	0.999662	
Q8X3N6	OTHER	0.001724	0.998276	
Q8X3Q3	OTHER	0.002971	0.997029	
Q8X3Q4	SP(Sec/SPI)	0.957963	0.042037	CS pos: 23-24. VMS-DD. Pr: 0.5780
Q8X3S2	OTHER	0.001321	0.998679	
Q8X3T5	OTHER	0.000502	0.999498	
Q8X3V5	SP(Sec/SPI)	0.993082	0.006918	CS pos: 21-22. CAS-ES. Pr: 0.5422
Q8X3X4	OTHER	0.000629	0.999371	
Q8X3Y4	SP(Sec/SPI)	0.596897	0.403103	CS pos: 23-24. LWT-LR. Pr: 0.3503
Q8X3Y9	SP(Sec/SPI)	0.575361	0.424639	CS pos: 19-20. VNS-VS. Pr: 0.2554
Q8X446	OTHER	0.000521	0.999479	
Q8X454	OTHER	0.000380	0.999620	
Q8X464	OTHER	0.140547	0.859453	
Q8X475	OTHER	0.001517	0.998483	
Q8X491	OTHER	0.001022	0.998978	
Q8X493	OTHER	0.038987	0.961013	
Q8X498	OTHER	0.001299	0.998701	
Q8X4C9	SP(Sec/SPI)	0.997999	0.002001	CS pos: 21-22. SQA-ES. Pr: 0.8601
Q8X4F6	OTHER	0.000511	0.999489	
Q8X4F7	OTHER	0.001824	0.998176	
Q8X4G6	SP(Sec/SPI)	0.562958	0.437042	CS pos: 24-25. GYG-VL. Pr: 0.3964
Q8X4J1	SP(Sec/SPI)	0.950530	0.049470	CS pos: 26-27. VQK-AQ. Pr: 0.2136
Q8X4J9	OTHER	0.000606	0.999394	
Q8X4K8	OTHER	0.000928	0.999072	
Q8X4K9	OTHER	0.000640	0.999360	
Q8X4L1	OTHER	0.002172	0.997828	
Q8X4L4	OTHER	0.001538	0.998462	
Q8X4L5	OTHER	0.001319	0.998681	
Q8X4M0	OTHER	0.043770	0.956230	
Q8X4M1	OTHER	0.003211	0.996789	
Q8X4M3	OTHER	0.001289	0.998711	
Q8X4M6	OTHER	0.027883	0.972117	
Q8X4M9	OTHER	0.083862	0.916138	
Q8X4N0	OTHER	0.029225	0.970775	
Q8X4N1	OTHER	0.000617	0.999383	
Q8X4N2	OTHER	0.001460	0.998540	
Q8X4N6	OTHER	0.142135	0.857865	
Q8X4N8	OTHER	0.018808	0.981192	
Q8X4P1	OTHER	0.000845	0.999155	
Q8X4P2	OTHER	0.000870	0.999130	
Q8X4P4	OTHER	0.000652	0.999348	
Q8X4P5	SP(Sec/SPI)	0.997994	0.002006	CS pos: 18-19. GCA-QQ. Pr: 0.5000
Q8X4P6	OTHER	0.001637	0.998363	
Q8X4P7	OTHER	0.001199	0.998801	
Q8X4P9	OTHER	0.001038	0.998962	
Q8X4Q3	OTHER	0.000771	0.999229	
Q8X4Q6	OTHER	0.001778	0.998222	
Q8X4Q9	OTHER	0.001564	0.998436	
Q8X4R0	OTHER	0.001012	0.998988	
Q8X4R1	OTHER	0.058781	0.941219	
Q8X4R3	OTHER	0.020968	0.979032	
Q8X4R6	OTHER	0.072523	0.927477	
Q8X4R7	OTHER	0.019386	0.980614	
Q8X4R9	OTHER	0.015845	0.984155	
Q8X4S1	OTHER	0.002634	0.997366	
Q8X4S7	OTHER	0.001371	0.998629	
Q8X4T0	OTHER	0.000785	0.999215	
Q8X4T1	OTHER	0.006752	0.993248	
Q8X4T2	OTHER	0.003718	0.996282	
Q8X4T3	OTHER	0.001165	0.998835	
Q8X4T4	OTHER	0.001934	0.998066	
Q8X4T5	OTHER	0.000792	0.999208	
Q8X4T7	OTHER	0.130758	0.869242	
Q8X4T8	OTHER	0.000811	0.999189	
Q8X4U0	OTHER	0.067102	0.932898	
Q8X4U3	OTHER	0.001080	0.998920	
Q8X4U4	OTHER	0.000971	0.999029	
Q8X4U6	OTHER	0.000794	0.999206	
Q8X4U7	OTHER	0.004001	0.995999	
Q8X4U8	OTHER	0.007105	0.992895	
Q8X4U9	OTHER	0.002079	0.997921	
Q8X4V0	OTHER	0.001548	0.998452	
Q8X4V1	OTHER	0.001958	0.998042	
Q8X4V4	OTHER	0.044123	0.955877	
Q8X4V8	OTHER	0.000736	0.999264	
Q8X4W0	OTHER	0.186058	0.813942	
Q8X4W1	OTHER	0.004994	0.995006	
Q8X4W3	OTHER	0.000610	0.999390	
Q8X4W8	OTHER	0.000755	0.999245	
Q8X4W9	OTHER	0.000589	0.999411	
Q8X4X1	OTHER	0.002606	0.997394	
Q8X4X2	OTHER	0.002483	0.997517	
Q8X4X3	OTHER	0.002500	0.997500	
Q8X4X7	OTHER	0.001440	0.998560	
Q8X4X8	OTHER	0.004886	0.995114	
Q8X4X9	OTHER	0.004346	0.995654	
Q8X4Y2	OTHER	0.002488	0.997512	
Q8X4Y4	OTHER	0.005885	0.994115	
Q8X4Y6	OTHER	0.002635	0.997365	
Q8X4Y7	OTHER	0.002559	0.997441	
Q8X4Z0	OTHER	0.000771	0.999229	
Q8X4Z1	OTHER	0.001530	0.998470	
Q8X4Z2	OTHER	0.001668	0.998332	
Q8X4Z3	OTHER	0.000653	0.999347	
Q8X4Z6	OTHER	0.000813	0.999187	
Q8X4Z8	OTHER	0.000573	0.999427	
Q8X500	SP(Sec/SPI)	0.998244	0.001756	CS pos: 23-24. LQA-AD. Pr: 0.8897
Q8X501	SP(Sec/SPI)	0.990246	0.009754	CS pos: 22-23. ALS-AD. Pr: 0.5448
Q8X503	SP(Sec/SPI)	0.997650	0.002350	CS pos: 23-24. VSA-AE. Pr: 0.6405
Q8X507	OTHER	0.002616	0.997384	
Q8X509	OTHER	0.002606	0.997394	
Q8X511	OTHER	0.000695	0.999305	
Q8X513	OTHER	0.017371	0.982629	
Q8X514	OTHER	0.065967	0.934033	
Q8X516	OTHER	0.001209	0.998791	
Q8X517	SP(Sec/SPI)	0.998376	0.001624	CS pos: 23-24. IQA-AD. Pr: 0.9476
Q8X518	SP(Sec/SPI)	0.998609	0.001391	CS pos: 22-23. ALA-AD. Pr: 0.8495
Q8X519	OTHER	0.000879	0.999121	
Q8X521	OTHER	0.025671	0.974329	
Q8X522	OTHER	0.001508	0.998492	
Q8X525	SP(Sec/SPI)	0.993928	0.006072	CS pos: 20-21. LYA-AD. Pr: 0.8979
Q8X530	OTHER	0.019190	0.980810	
Q8X532	OTHER	0.002522	0.997478	
Q8X533	OTHER	0.000278	0.999722	
Q8X535	OTHER	0.079600	0.920400	
Q8X536	OTHER	0.019043	0.980957	
Q8X538	OTHER	0.000332	0.999668	
Q8X540	SP(Sec/SPI)	0.904436	0.095564	CS pos: 22-23. AFA-QG. Pr: 0.7668
Q8X541	SP(Sec/SPI)	0.930342	0.069658	CS pos: 23-24. QMA-QT. Pr: 0.3631
Q8X547	SP(Sec/SPI)	0.996898	0.003102	CS pos: 24-25. AWA-SE. Pr: 0.7652
Q8X548	SP(Sec/SPI)	0.984998	0.015002	CS pos: 19-20. AFA-QQ. Pr: 0.8499
Q8X549	OTHER	0.001140	0.998860	
Q8X550	OTHER	0.001185	0.998815	
Q8X551	OTHER	0.003223	0.996777	
Q8X558	OTHER	0.001010	0.998990	
Q8X559	OTHER	0.003893	0.996107	
Q8X560	OTHER	0.012924	0.987076	
Q8X561	OTHER	0.041186	0.958814	
Q8X562	OTHER	0.238401	0.761599	
Q8X563	SP(Sec/SPI)	0.895944	0.104056	CS pos: 25-26. TIA-AG. Pr: 0.2368
Q8X565	OTHER	0.023475	0.976525	
Q8X566	SP(Sec/SPI)	0.994101	0.005899	CS pos: 20-21. SFA-MK. Pr: 0.9027
Q8X567	OTHER	0.001427	0.998573	
Q8X568	OTHER	0.000935	0.999065	
Q8X569	OTHER	0.003227	0.996773	
Q8X570	OTHER	0.000417	0.999583	
Q8X572	OTHER	0.000824	0.999176	
Q8X573	OTHER	0.000628	0.999372	
Q8X575	OTHER	0.005885	0.994115	
Q8X576	OTHER	0.001266	0.998734	
Q8X577	OTHER	0.003306	0.996694	
Q8X579	OTHER	0.000510	0.999490	
Q8X583	OTHER	0.046941	0.953059	
Q8X584	OTHER	0.463803	0.536197	
Q8X585	OTHER	0.003708	0.996292	
Q8X586	OTHER	0.001136	0.998864	
Q8X587	OTHER	0.001026	0.998974	
Q8X589	OTHER	0.000816	0.999184	
Q8X590	OTHER	0.002344	0.997656	
Q8X592	SP(Sec/SPI)	0.997933	0.002067	CS pos: 22-23. AHA-EG. Pr: 0.8460
Q8X593	OTHER	0.003026	0.996974	
Q8X594	OTHER	0.000468	0.999532	
Q8X5A1	OTHER	0.000450	0.999550	
Q8X5A4	OTHER	0.307225	0.692775	
Q8X5A5	SP(Sec/SPI)	0.798868	0.201132	CS pos: 19-20. VIG-SR. Pr: 0.3182
Q8X5A8	OTHER	0.000681	0.999319	
Q8X5A9	SP(Sec/SPI)	0.951569	0.048431	CS pos: 22-23. AIA-GS. Pr: 0.3325
Q8X5B0	OTHER	0.000648	0.999352	
Q8X5B6	OTHER	0.000808	0.999192	
Q8X5B8	OTHER	0.093449	0.906551	
Q8X5C2	SP(Sec/SPI)	0.571476	0.428524	CS pos: 36-37. AEA-GV. Pr: 0.3978
Q8X5C3	OTHER	0.001317	0.998683	
Q8X5D0	OTHER	0.001817	0.998183	
Q8X5D3	OTHER	0.000812	0.999188	
Q8X5D5	OTHER	0.001728	0.998272	
Q8X5D6	OTHER	0.004421	0.995579	
Q8X5E3	SP(Sec/SPI)	0.938637	0.061363	CS pos: 18-19. GES-LE. Pr: 0.5521
Q8X5E5	OTHER	0.001588	0.998412	
Q8X5E6	OTHER	0.000936	0.999064	
Q8X5E7	OTHER	0.000333	0.999667	
Q8X5E9	OTHER	0.044422	0.955578	
Q8X5F4	OTHER	0.000444	0.999556	
Q8X5F8	OTHER	0.008557	0.991443	
Q8X5G0	OTHER	0.000755	0.999245	
Q8X5G3	OTHER	0.001759	0.998241	
Q8X5G4	OTHER	0.001996	0.998004	
Q8X5H4	OTHER	0.001949	0.998051	
Q8X5H6	SP(Sec/SPI)	0.980380	0.019620	CS pos: 23-24. CSS-QA. Pr: 0.7265
Q8X5I2	OTHER	0.002761	0.997239	
Q8X5I4	OTHER	0.003778	0.996222	
Q8X5I7	SP(Sec/SPI)	0.961248	0.038752	CS pos: 22-23. AQA-VN. Pr: 0.8754
Q8X5I8	OTHER	0.001111	0.998889	
Q8X5I9	OTHER	0.002125	0.997875	
Q8X5J0	OTHER	0.013286	0.986714	
Q8X5J1	SP(Sec/SPI)	0.990750	0.009250	CS pos: 25-26. AQA-KG. Pr: 0.5780
Q8X5J2	OTHER	0.049765	0.950235	
Q8X5J6	OTHER	0.000236	0.999764	
Q8X5J7	OTHER	0.460945	0.539055	
Q8X5K1	OTHER	0.059680	0.940320	
Q8X5K3	SP(Sec/SPI)	0.808813	0.191187	CS pos: 30-31. AYA-WQ. Pr: 0.7484
Q8X5K4	OTHER	0.032881	0.967119	
Q8X5L3	OTHER	0.004350	0.995650	
Q8X5L4	OTHER	0.000405	0.999595	
Q8X5L5	SP(Sec/SPI)	0.570918	0.429082	CS pos: 25-26. AQA-FR. Pr: 0.4549
Q8X5M3	SP(Sec/SPI)	0.975432	0.024568	CS pos: 24-25. VQA-DA. Pr: 0.8058
Q8X5M5	OTHER	0.002017	0.997983	
Q8X5M7	OTHER	0.000397	0.999603	
Q8X5M8	OTHER	0.009412	0.990588	
Q8X5M9	OTHER	0.001739	0.998261	
Q8X5N0	OTHER	0.292694	0.707306	
Q8X5N4	OTHER	0.040328	0.959672	
Q8X5N5	OTHER	0.000817	0.999183	
Q8X5N6	OTHER	0.001264	0.998736	
Q8X5N7	OTHER	0.394337	0.605663	
Q8X5N8	OTHER	0.000641	0.999359	
Q8X5N9	OTHER	0.002327	0.997673	
Q8X5P1	OTHER	0.000643	0.999357	
Q8X5P2	OTHER	0.000934	0.999066	
Q8X5P5	SP(Sec/SPI)	0.992396	0.007604	CS pos: 21-22. CSS-IP. Pr: 0.6363
Q8X5P8	OTHER	0.005383	0.994617	
Q8X5Q0	OTHER	0.031578	0.968422	
Q8X5Q5	OTHER	0.001627	0.998373	
Q8X5Q6	SP(Sec/SPI)	0.994920	0.005080	CS pos: 24-25. AQA-KE. Pr: 0.8586
Q8X5Q9	OTHER	0.002371	0.997629	
Q8X5R3	OTHER	0.235139	0.764861	
Q8X5R4	OTHER	0.025112	0.974888	
Q8X5R6	OTHER	0.002789	0.997211	
Q8X5S2	OTHER	0.003866	0.996134	
Q8X5S4	OTHER	0.098335	0.901665	
Q8X5S6	OTHER	0.001283	0.998717	
Q8X5S8	OTHER	0.001018	0.998982	
Q8X5T0	OTHER	0.001422	0.998578	
Q8X5T2	SP(Sec/SPI)	0.737670	0.262330	CS pos: 18-19. STA-VT. Pr: 0.3098
Q8X5T3	OTHER	0.001482	0.998518	
Q8X5T4	SP(Sec/SPI)	0.945901	0.054099	CS pos: 26-27. ITA-TP. Pr: 0.4676
Q8X5T6	OTHER	0.000876	0.999124	
Q8X5T8	OTHER	0.001009	0.998991	
Q8X5T9	OTHER	0.009014	0.990986	
Q8X5U2	OTHER	0.056419	0.943581	
Q8X5U5	OTHER	0.022925	0.977075	
Q8X5U6	OTHER	0.004927	0.995073	
Q8X5U8	OTHER	0.016760	0.983240	
Q8X5V5	OTHER	0.007245	0.992755	
Q8X5V8	OTHER	0.011095	0.988905	
Q8X5W1	SP(Sec/SPI)	0.994210	0.005790	CS pos: 16-17. AGC-SH. Pr: 0.4217
Q8X5W5	OTHER	0.000549	0.999451	
Q8X5W9	OTHER	0.004281	0.995719	
Q8X5X0	OTHER	0.000776	0.999224	
Q8X5X1	OTHER	0.008348	0.991652	
Q8X5X2	OTHER	0.000966	0.999034	
Q8X5X3	OTHER	0.001886	0.998114	
Q8X5X4	OTHER	0.000987	0.999013	
Q8X5X9	SP(Sec/SPI)	0.974825	0.025175	CS pos: 20-21. VFA-AG. Pr: 0.8469
Q8X5Y0	SP(Sec/SPI)	0.995802	0.004198	CS pos: 18-19. CSA-TT. Pr: 0.7265
Q8X5Y2	OTHER	0.000640	0.999360	
Q8X5Y5	OTHER	0.034555	0.965445	
Q8X5Y6	OTHER	0.001691	0.998309	
Q8X5Y7	OTHER	0.001420	0.998580	
Q8X5Z0	OTHER	0.002825	0.997175	
Q8X5Z3	OTHER	0.026624	0.973376	
Q8X5Z4	OTHER	0.002005	0.997995	
Q8X5Z5	SP(Sec/SPI)	0.636053	0.363947	CS pos: 21-22. GMG-SV. Pr: 0.3191
Q8X5Z9	OTHER	0.001975	0.998025	
Q8X600	OTHER	0.001908	0.998092	
Q8X601	OTHER	0.000633	0.999367	
Q8X605	OTHER	0.002734	0.997266	
Q8X606	OTHER	0.001031	0.998969	
Q8X615	OTHER	0.001064	0.998936	
Q8X618	OTHER	0.003727	0.996273	
Q8X619	OTHER	0.119741	0.880259	
Q8X620	OTHER	0.005053	0.994947	
Q8X621	OTHER	0.001540	0.998460	
Q8X626	OTHER	0.000463	0.999537	
Q8X629	OTHER	0.000365	0.999635	
Q8X630	OTHER	0.001130	0.998870	
Q8X632	OTHER	0.000914	0.999086	
Q8X634	OTHER	0.001180	0.998820	
Q8X639	OTHER	0.003161	0.996839	
Q8X640	OTHER	0.002410	0.997590	
Q8X646	SP(Sec/SPI)	0.999162	0.000838	CS pos: 18-19. CSA-FN. Pr: 0.9710
Q8X650	OTHER	0.015883	0.984117	
Q8X654	OTHER	0.001347	0.998653	
Q8X655	OTHER	0.000967	0.999033	
Q8X656	OTHER	0.001445	0.998555	
Q8X658	OTHER	0.016329	0.983671	
Q8X660	OTHER	0.003794	0.996206	
Q8X662	OTHER	0.001176	0.998824	
Q8X663	OTHER	0.026210	0.973790	
Q8X664	OTHER	0.012670	0.987330	
Q8X667	OTHER	0.005989	0.994011	
Q8X669	SP(Sec/SPI)	0.987204	0.012796	CS pos: 23-24. LHA-AS. Pr: 0.7974
Q8X672	OTHER	0.086835	0.913165	
Q8X676	SP(Sec/SPI)	0.640124	0.359876	CS pos: 21-22. TGG-AW. Pr: 0.2358
Q8X678	OTHER	0.001251	0.998749	
Q8X682	OTHER	0.001197	0.998803	
Q8X683	SP(Sec/SPI)	0.569977	0.430023	CS pos: 20-21. HLS-VP. Pr: 0.1368
Q8X686	OTHER	0.001559	0.998441	
Q8X687	OTHER	0.355847	0.644153	
Q8X690	OTHER	0.000990	0.999010	
Q8X699	SP(Sec/SPI)	0.965512	0.034488	CS pos: 21-22. VYA-AE. Pr: 0.9363
Q8X6A0	OTHER	0.078472	0.921528	
Q8X6A2	OTHER	0.000667	0.999333	
Q8X6A3	OTHER	0.009031	0.990969	
Q8X6A4	OTHER	0.002099	0.997901	
Q8X6A6	SP(Sec/SPI)	0.960497	0.039503	CS pos: 27-28. LQA-AE. Pr: 0.7204
Q8X6A7	SP(Sec/SPI)	0.540554	0.459446	CS pos: 33-34. AHA-AV. Pr: 0.4690
Q8X6A8	OTHER	0.003289	0.996711	
Q8X6A9	OTHER	0.001820	0.998180	
Q8X6B0	OTHER	0.000732	0.999268	
Q8X6B1	OTHER	0.002557	0.997443	
Q8X6B2	OTHER	0.001215	0.998785	
Q8X6B3	OTHER	0.052623	0.947377	
Q8X6C2	OTHER	0.000884	0.999116	
Q8X6C9	SP(Sec/SPI)	0.998133	0.001867	CS pos: 22-23. CQA-TG. Pr: 0.7071
Q8X6D2	OTHER	0.063653	0.936347	
Q8X6D3	OTHER	0.005773	0.994227	
Q8X6D5	OTHER	0.242227	0.757773	
Q8X6D8	OTHER	0.000500	0.999500	
Q8X6E0	OTHER	0.000736	0.999264	
Q8X6E3	OTHER	0.000733	0.999267	
Q8X6E4	OTHER	0.001044	0.998956	
Q8X6E5	OTHER	0.001406	0.998594	
Q8X6E6	OTHER	0.000201	0.999799	
Q8X6E7	OTHER	0.000522	0.999478	
Q8X6E8	OTHER	0.000734	0.999266	
Q8X6E9	OTHER	0.005210	0.994790	
Q8X6F0	OTHER	0.000543	0.999457	
Q8X6F1	OTHER	0.081882	0.918118	
Q8X6F2	OTHER	0.005151	0.994849	
Q8X6F3	OTHER	0.002250	0.997750	
Q8X6F5	OTHER	0.041064	0.958936	
Q8X6F7	OTHER	0.004769	0.995231	
Q8X6F8	OTHER	0.007972	0.992028	
Q8X6F9	OTHER	0.000223	0.999777	
Q8X6G1	OTHER	0.002481	0.997519	
Q8X6G2	OTHER	0.002161	0.997839	
Q8X6G3	OTHER	0.087016	0.912984	
Q8X6G4	OTHER	0.109893	0.890107	
Q8X6G5	OTHER	0.000735	0.999265	
Q8X6G6	SP(Sec/SPI)	0.991130	0.008870	CS pos: 18-19. CKQ-QE. Pr: 0.5186
Q8X6G7	OTHER	0.000318	0.999682	
Q8X6G8	OTHER	0.000420	0.999580	
Q8X6G9	SP(Sec/SPI)	0.999058	0.000942	CS pos: 18-19. VFA-EE. Pr: 0.9870
Q8X6H1	OTHER	0.003192	0.996808	
Q8X6H2	OTHER	0.004625	0.995375	
Q8X6H4	OTHER	0.001211	0.998789	
Q8X6H5	OTHER	0.000467	0.999533	
Q8X6H6	OTHER	0.000350	0.999650	
Q8X6H7	OTHER	0.001509	0.998491	
Q8X6H8	OTHER	0.000485	0.999515	
Q8X6H9	OTHER	0.000311	0.999689	
Q8X6I5	OTHER	0.003622	0.996378	
Q8X6I7	OTHER	0.008045	0.991955	
Q8X6J5	OTHER	0.000591	0.999409	
Q8X6J7	OTHER	0.001098	0.998902	
Q8X6K0	OTHER	0.112402	0.887598	
Q8X6K5	OTHER	0.001070	0.998930	
Q8X6K7	OTHER	0.003128	0.996872	
Q8X6K8	OTHER	0.013443	0.986557	
Q8X6K9	OTHER	0.030719	0.969281	
