# SignalP-5.0	Organism: euk	Timestamp: 20260407124956
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
P65765	SP(Sec/SPI)	0.959256	0.040744	CS pos: 25-26. TFA-AE. Pr: 0.5083
P65804	OTHER	0.000842	0.999158	
P65813	OTHER	0.032088	0.967912	
P65845	OTHER	0.000627	0.999373	
P65871	OTHER	0.001164	0.998836	
P66680	OTHER	0.002275	0.997725	
P66682	OTHER	0.000518	0.999482	
P66794	OTHER	0.001047	0.998953	
P66828	OTHER	0.000794	0.999206	
P66834	OTHER	0.000306	0.999694	
P66901	OTHER	0.000336	0.999664	
P67031	OTHER	0.000298	0.999702	
P67037	OTHER	0.003785	0.996215	
P67066	OTHER	0.193496	0.806504	
P67589	OTHER	0.002846	0.997154	
P67604	OTHER	0.000694	0.999306	
P67661	OTHER	0.000779	0.999221	
P67664	OTHER	0.002981	0.997019	
P67911	OTHER	0.006225	0.993775	
P68188	OTHER	0.000780	0.999220	
P68701	OTHER	0.016257	0.983743	
P68741	OTHER	0.000923	0.999077	
P69055	OTHER	0.005786	0.994214	
P69211	OTHER	0.030362	0.969638	
P69213	OTHER	0.295074	0.704926	
P69381	OTHER	0.007836	0.992164	
P69430	OTHER	0.351170	0.648830	
P69492	OTHER	0.026467	0.973533	
P69680	SP(Sec/SPI)	0.713791	0.286209	CS pos: 22-23. VMA-AP. Pr: 0.5233
P69772	OTHER	0.164249	0.835751	
P69778	SP(Sec/SPI)	0.961105	0.038895	CS pos: 25-26. SNA-KI. Pr: 0.3840
P69788	OTHER	0.054124	0.945876	
P69793	OTHER	0.000224	0.999776	
P69799	OTHER	0.019219	0.980781	
P69803	OTHER	0.471816	0.528184	
P69807	OTHER	0.000576	0.999424	
P69810	SP(Sec/SPI)	0.680454	0.319546	CS pos: 24-25. AQA-LE. Pr: 0.1976
P69812	OTHER	0.001484	0.998516	
P69814	OTHER	0.001062	0.998938	
P69818	OTHER	0.026362	0.973638	
P69823	OTHER	0.002846	0.997154	
P69827	OTHER	0.006648	0.993352	
P69830	OTHER	0.320510	0.679490	
P69857	SP(Sec/SPI)	0.998523	0.001477	CS pos: 23-24. SQA-AT. Pr: 0.8978
P69876	OTHER	0.001482	0.998518	
P69911	OTHER	0.000296	0.999704	
P69925	OTHER	0.000265	0.999735	
P83843	OTHER	0.000457	0.999543	
Q46717	SP(Sec/SPI)	0.664057	0.335943	CS pos: 27-28. VNA-ET. Pr: 0.6482
Q7A978	OTHER	0.000870	0.999130	
Q7ABM8	OTHER	0.000921	0.999079	
Q7AC24	OTHER	0.001594	0.998406	
Q7ADE6	OTHER	0.002392	0.997608	
Q7ADE7	OTHER	0.000976	0.999024	
Q7ADI4	OTHER	0.000839	0.999161	
Q7AH43	OTHER	0.000286	0.999714	
Q7AH91	OTHER	0.000788	0.999212	
Q7BSV8	OTHER	0.305726	0.694274	
Q7DB66	SP(Sec/SPI)	0.975371	0.024629	CS pos: 20-21. VAC-KE. Pr: 0.7865
Q7DBA6	OTHER	0.001594	0.998406	
Q7DBF6	OTHER	0.001495	0.998505	
Q7DBF7	OTHER	0.006863	0.993137	
Q7DBF8	OTHER	0.013932	0.986068	
Q7DBF9	OTHER	0.010911	0.989089	
Q7DC03	OTHER	0.001765	0.998235	
Q7DJ60	OTHER	0.078504	0.921496	
Q8X3U5	OTHER	0.028936	0.971064	
Q8X3W8	OTHER	0.000743	0.999257	
Q8X4B4	OTHER	0.049793	0.950207	
Q8X4I9	OTHER	0.000734	0.999266	
Q8X4J8	OTHER	0.066153	0.933847	
Q8X4L6	OTHER	0.001336	0.998664	
Q8X4Q8	OTHER	0.000953	0.999047	
Q8X4R2	OTHER	0.002681	0.997319	
Q8X4R4	OTHER	0.000933	0.999067	
Q8X4S5	OTHER	0.000917	0.999083	
Q8X4T6	OTHER	0.000798	0.999202	
Q8X4V5	OTHER	0.002004	0.997996	
Q8X4V7	OTHER	0.002184	0.997816	
Q8X505	OTHER	0.005370	0.994630	
Q8X524	OTHER	0.060163	0.939837	
Q8X529	OTHER	0.070146	0.929854	
Q8X554	SP(Sec/SPI)	0.997433	0.002567	CS pos: 19-20. ANA-SV. Pr: 0.8579
Q8X574	OTHER	0.000629	0.999371	
Q8X580	OTHER	0.000793	0.999207	
Q8X582	SP(Sec/SPI)	0.998591	0.001409	CS pos: 21-22. VMA-AD. Pr: 0.9309
Q8X598	OTHER	0.000918	0.999082	
Q8X5D9	OTHER	0.002671	0.997329	
Q8X5H9	OTHER	0.004474	0.995526	
Q8X5I5	OTHER	0.003944	0.996056	
Q8X5I6	OTHER	0.001760	0.998240	
Q8X5J8	OTHER	0.001301	0.998699	
Q8X5J9	OTHER	0.000505	0.999495	
Q8X5K0	OTHER	0.001584	0.998416	
Q8X5L8	SP(Sec/SPI)	0.985150	0.014850	CS pos: 25-26. TQA-TP. Pr: 0.4489
Q8X5L9	SP(Sec/SPI)	0.996208	0.003792	CS pos: 21-22. VQA-AC. Pr: 0.8852
Q8X5M4	OTHER	0.001936	0.998064	
Q8X5Q1	OTHER	0.001588	0.998412	
Q8X5Q4	OTHER	0.001467	0.998533	
Q8X5T5	OTHER	0.002775	0.997225	
Q8X5U1	OTHER	0.001239	0.998761	
Q8X5U9	OTHER	0.000296	0.999704	
Q8X5V2	OTHER	0.000308	0.999692	
Q8X5V3	OTHER	0.000841	0.999159	
Q8X5V6	OTHER	0.000966	0.999034	
Q8X5W0	OTHER	0.001444	0.998556	
Q8X5W4	OTHER	0.000937	0.999063	
Q8X5W7	SP(Sec/SPI)	0.986226	0.013774	CS pos: 25-26. AMA-VD. Pr: 0.5177
Q8X5X7	OTHER	0.001357	0.998643	
Q8X5Y1	OTHER	0.001012	0.998988	
Q8X5Y4	OTHER	0.003560	0.996440	
Q8X5Y9	OTHER	0.004549	0.995451	
Q8X5Z8	OTHER	0.000566	0.999434	
Q8X607	OTHER	0.036040	0.963960	
Q8X610	OTHER	0.000523	0.999477	
Q8X611	OTHER	0.001511	0.998489	
Q8X612	OTHER	0.005611	0.994389	
Q8X613	OTHER	0.000286	0.999714	
Q8X614	OTHER	0.008386	0.991614	
Q8X643	OTHER	0.006549	0.993451	
Q8X644	OTHER	0.009311	0.990689	
Q8X645	OTHER	0.003210	0.996790	
Q8X647	OTHER	0.000913	0.999087	
Q8X648	OTHER	0.004994	0.995006	
Q8X649	OTHER	0.029890	0.970110	
Q8X661	OTHER	0.001016	0.998984	
Q8X666	OTHER	0.000482	0.999518	
Q8X677	OTHER	0.001788	0.998212	
Q8X680	OTHER	0.001519	0.998481	
Q8X685	OTHER	0.002309	0.997691	
Q8X693	OTHER	0.000561	0.999439	
Q8X695	OTHER	0.001364	0.998636	
Q8X6C5	OTHER	0.002192	0.997808	
Q8X6C6	OTHER	0.010170	0.989830	
Q8X6C7	OTHER	0.003503	0.996497	
Q8X6I1	OTHER	0.000558	0.999442	
Q8X6I8	OTHER	0.001004	0.998996	
Q8X6I9	OTHER	0.020738	0.979262	
Q8X6J0	OTHER	0.001408	0.998592	
Q8X6J3	OTHER	0.000715	0.999285	
Q8X6J4	OTHER	0.002124	0.997876	
Q8X6J8	OTHER	0.005790	0.994210	
Q8X6L0	OTHER	0.002009	0.997991	
Q8X6M8	SP(Sec/SPI)	0.997809	0.002191	CS pos: 23-24. SQA-ET. Pr: 0.9435
Q8X6Q4	OTHER	0.004337	0.995663	
Q8X6Q5	OTHER	0.001354	0.998646	
Q8X6R2	OTHER	0.001665	0.998335	
Q8X6R5	OTHER	0.001516	0.998484	
Q8X6R8	OTHER	0.000969	0.999031	
Q8X6R9	OTHER	0.037017	0.962983	
Q8X6S9	OTHER	0.001940	0.998060	
Q8X6U3	SP(Sec/SPI)	0.966191	0.033809	CS pos: 27-28. AFA-AE. Pr: 0.9086
Q8X6U5	OTHER	0.000932	0.999068	
Q8X6U9	SP(Sec/SPI)	0.798794	0.201206	CS pos: 25-26. TVA-AP. Pr: 0.4612
Q8X6V3	SP(Sec/SPI)	0.632735	0.367265	CS pos: 23-24. AVA-CG. Pr: 0.2669
Q8X6W1	OTHER	0.000547	0.999453	
Q8X6X5	OTHER	0.000708	0.999292	
Q8X6X6	OTHER	0.001879	0.998121	
Q8X6X8	OTHER	0.003136	0.996864	
Q8X6X9	OTHER	0.000583	0.999417	
Q8X6Y0	OTHER	0.000967	0.999033	
Q8X6Z8	OTHER	0.001101	0.998899	
Q8X701	OTHER	0.001669	0.998331	
Q8X707	OTHER	0.000490	0.999510	
Q8X709	OTHER	0.032267	0.967733	
Q8X711	OTHER	0.001027	0.998973	
Q8X714	SP(Sec/SPI)	0.970313	0.029687	CS pos: 20-21. AWA-QD. Pr: 0.9339
Q8X716	OTHER	0.015826	0.984174	
Q8X722	OTHER	0.001454	0.998546	
Q8X723	OTHER	0.000735	0.999265	
Q8X724	OTHER	0.000150	0.999850	
Q8X727	OTHER	0.001113	0.998887	
Q8X732	OTHER	0.035185	0.964815	
Q8X733	OTHER	0.001612	0.998388	
Q8X735	OTHER	0.001241	0.998759	
Q8X737	OTHER	0.000910	0.999090	
Q8X742	OTHER	0.018314	0.981686	
Q8X743	OTHER	0.000530	0.999470	
Q8X769	OTHER	0.000502	0.999498	
Q8X779	OTHER	0.000778	0.999222	
Q8X7A2	OTHER	0.002081	0.997919	
Q8X7B7	OTHER	0.001714	0.998286	
Q8X7C2	OTHER	0.000868	0.999132	
Q8X7C5	OTHER	0.000623	0.999377	
Q8X7E7	OTHER	0.126067	0.873933	
Q8X7G2	OTHER	0.001319	0.998681	
Q8X7G3	OTHER	0.004124	0.995876	
Q8X7H7	OTHER	0.000696	0.999304	
Q8X7J5	OTHER	0.150495	0.849505	
Q8X7L9	OTHER	0.000308	0.999692	
Q8X7P1	OTHER	0.001425	0.998575	
Q8X7Q1	OTHER	0.002337	0.997663	
Q8X7R2	OTHER	0.004218	0.995782	
Q8X7S3	OTHER	0.000704	0.999296	
Q8X7U1	OTHER	0.006320	0.993680	
Q8X7U2	OTHER	0.000617	0.999383	
Q8X7U3	OTHER	0.000572	0.999428	
Q8X7W3	OTHER	0.000882	0.999118	
Q8X7X4	OTHER	0.000785	0.999215	
Q8X7X7	OTHER	0.001197	0.998803	
Q8X7X9	OTHER	0.004650	0.995350	
Q8X7Y4	OTHER	0.001994	0.998006	
Q8X7Y5	OTHER	0.001160	0.998840	
Q8X7Y6	OTHER	0.000991	0.999009	
Q8X7Y7	OTHER	0.001721	0.998279	
Q8X809	SP(Sec/SPI)	0.711751	0.288249	CS pos: 24-25. IYG-LY. Pr: 0.2511
Q8X821	OTHER	0.001383	0.998617	
Q8X823	OTHER	0.001807	0.998193	
Q8X824	OTHER	0.001785	0.998215	
Q8X825	OTHER	0.002271	0.997729	
Q8X826	OTHER	0.000097	0.999903	
Q8X837	OTHER	0.001424	0.998576	
Q8X844	OTHER	0.000656	0.999344	
Q8X852	OTHER	0.000566	0.999434	
Q8X854	OTHER	0.000879	0.999121	
Q8X890	OTHER	0.000317	0.999683	
Q8X899	OTHER	0.001304	0.998696	
Q8X8A1	OTHER	0.006870	0.993130	
Q8X8A2	OTHER	0.000976	0.999024	
Q8X8E1	OTHER	0.003538	0.996462	
Q8X8E3	OTHER	0.001903	0.998097	
Q8X8F8	OTHER	0.001999	0.998001	
Q8X8F9	OTHER	0.001223	0.998777	
Q8X8H9	OTHER	0.000432	0.999568	
Q8X8I1	OTHER	0.001102	0.998898	
Q8X8J3	OTHER	0.000851	0.999149	
Q8X8J4	OTHER	0.000495	0.999505	
Q8X8J5	OTHER	0.001214	0.998786	
Q8X8K4	OTHER	0.000230	0.999770	
Q8X8L5	OTHER	0.000661	0.999339	
Q8X8L6	OTHER	0.001298	0.998702	
Q8X8N1	OTHER	0.001715	0.998285	
Q8X8N5	OTHER	0.001629	0.998371	
Q8X8N8	OTHER	0.001129	0.998871	
Q8X8P5	OTHER	0.000780	0.999220	
Q8X8Q3	OTHER	0.001495	0.998505	
Q8X8Q5	OTHER	0.000409	0.999591	
Q8X8T3	OTHER	0.000747	0.999253	
Q8X8T4	OTHER	0.000487	0.999513	
Q8X8U9	OTHER	0.036252	0.963748	
Q8X8V8	OTHER	0.004855	0.995145	
Q8X8W8	OTHER	0.007506	0.992494	
Q8X8X5	OTHER	0.000896	0.999104	
Q8X8X6	OTHER	0.004030	0.995970	
Q8X8Y1	OTHER	0.052949	0.947051	
Q8X8Y6	OTHER	0.001197	0.998803	
Q8X8Y7	OTHER	0.001314	0.998686	
Q8X8Z0	SP(Sec/SPI)	0.962800	0.037200	CS pos: 22-23. LNA-AP. Pr: 0.7181
Q8X902	OTHER	0.001344	0.998656	
Q8X929	OTHER	0.002409	0.997591	
Q8X930	OTHER	0.001356	0.998644	
Q8X945	OTHER	0.001503	0.998497	
Q8X947	SP(Sec/SPI)	0.704546	0.295454	CS pos: 28-29. VFA-AE. Pr: 0.5629
Q8X954	OTHER	0.000700	0.999300	
Q8X957	OTHER	0.001126	0.998874	
Q8X963	OTHER	0.000607	0.999393	
Q8X968	OTHER	0.002053	0.997947	
Q8X984	OTHER	0.000988	0.999012	
Q8X987	OTHER	0.000679	0.999321	
Q8X994	OTHER	0.000528	0.999472	
Q8X996	OTHER	0.000847	0.999153	
Q8X9A1	OTHER	0.000529	0.999471	
Q8X9A8	OTHER	0.000501	0.999499	
Q8X9A9	OTHER	0.000526	0.999474	
Q8X9B6	OTHER	0.001624	0.998376	
Q8X9C6	OTHER	0.001045	0.998955	
Q8X9D3	OTHER	0.010302	0.989698	
Q8X9F0	OTHER	0.000673	0.999327	
Q8X9F9	OTHER	0.011188	0.988812	
Q8X9H0	OTHER	0.002785	0.997215	
Q8X9H8	OTHER	0.000589	0.999411	
Q8X9I1	OTHER	0.043455	0.956545	
Q8X9J0	OTHER	0.001125	0.998875	
Q8X9J9	OTHER	0.011928	0.988072	
Q8X9K1	OTHER	0.001141	0.998859	
Q8X9K7	OTHER	0.002592	0.997408	
Q8X9L1	OTHER	0.005906	0.994094	
Q8X9L2	OTHER	0.001207	0.998793	
Q8X9M0	OTHER	0.002208	0.997792	
Q8X9M3	OTHER	0.002770	0.997230	
Q8X9S9	OTHER	0.009273	0.990727	
Q8X9U4	OTHER	0.000912	0.999088	
Q8X9V1	OTHER	0.288269	0.711731	
Q8X9W5	OTHER	0.001185	0.998815	
Q8X9Y8	OTHER	0.005300	0.994700	
Q8X9Y9	OTHER	0.017933	0.982067	
Q8X9Z1	OTHER	0.003387	0.996613	
Q8X9Z5	OTHER	0.002826	0.997174	
Q8X9Z8	OTHER	0.000563	0.999437	
Q8X9Z9	OTHER	0.000809	0.999191	
Q8XA00	OTHER	0.000567	0.999433	
Q8XA01	OTHER	0.001525	0.998475	
Q8XA06	OTHER	0.012531	0.987469	
Q8XA08	OTHER	0.002451	0.997549	
Q8XA10	OTHER	0.000498	0.999502	
Q8XA13	SP(Sec/SPI)	0.983516	0.016484	CS pos: 24-25. GLA-AD. Pr: 0.8271
Q8XA14	OTHER	0.000517	0.999483	
Q8XA20	OTHER	0.011880	0.988120	
Q8XA23	OTHER	0.009733	0.990267	
Q8XA24	OTHER	0.004262	0.995738	
Q8XA32	OTHER	0.008359	0.991641	
Q8XA34	OTHER	0.000722	0.999278	
Q8XA35	OTHER	0.001400	0.998600	
Q8XA39	OTHER	0.001263	0.998737	
Q8XA44	OTHER	0.001418	0.998582	
Q8XA45	OTHER	0.431771	0.568229	
Q8XA46	OTHER	0.001142	0.998858	
Q8XA48	OTHER	0.284479	0.715521	
Q8XA49	OTHER	0.001226	0.998774	
Q8XA55	OTHER	0.001046	0.998954	
Q8XA65	OTHER	0.000369	0.999631	
Q8XA71	OTHER	0.005436	0.994564	
Q8XA72	OTHER	0.001099	0.998901	
Q8XA83	OTHER	0.001566	0.998434	
Q8XAC2	OTHER	0.001355	0.998645	
Q8XAC5	OTHER	0.001593	0.998407	
Q8XAD2	SP(Sec/SPI)	0.951633	0.048367	CS pos: 27-28. AFA-DS. Pr: 0.6324
Q8XAE3	OTHER	0.004463	0.995537	
Q8XAE4	OTHER	0.010909	0.989091	
Q8XAF1	OTHER	0.009934	0.990066	
Q8XAF5	OTHER	0.003225	0.996775	
Q8XAG1	OTHER	0.002339	0.997661	
Q8XAG2	OTHER	0.069069	0.930931	
Q8XAN4	OTHER	0.008423	0.991577	
Q8XAN7	OTHER	0.001013	0.998987	
Q8XAP1	OTHER	0.002305	0.997695	
Q8XAP3	OTHER	0.002329	0.997671	
Q8XAR2	OTHER	0.001986	0.998014	
Q8XAR8	OTHER	0.002948	0.997052	
Q8XAS8	OTHER	0.001755	0.998245	
Q8XAS9	OTHER	0.003934	0.996066	
Q8XAT4	OTHER	0.001495	0.998505	
Q8XAU1	OTHER	0.001004	0.998996	
Q8XAU3	OTHER	0.003108	0.996892	
Q8XAU6	OTHER	0.001219	0.998781	
Q8XAV0	OTHER	0.008876	0.991124	
Q8XAV4	OTHER	0.018263	0.981737	
Q8XAW7	OTHER	0.001958	0.998042	
Q8XAW8	OTHER	0.003360	0.996640	
Q8XAX4	OTHER	0.001645	0.998355	
Q8XAZ4	OTHER	0.001159	0.998841	
Q8XB14	OTHER	0.001631	0.998369	
Q8XB21	OTHER	0.000608	0.999392	
Q8XB35	OTHER	0.001944	0.998056	
Q8XB36	OTHER	0.000651	0.999349	
Q8XB41	OTHER	0.000834	0.999166	
Q8XB43	OTHER	0.000597	0.999403	
Q8XB59	OTHER	0.007906	0.992094	
Q8XB73	OTHER	0.092908	0.907092	
Q8XB74	OTHER	0.089453	0.910547	
Q8XB75	SP(Sec/SPI)	0.984119	0.015881	CS pos: 23-24. VYA-AQ. Pr: 0.9161
Q8XB98	OTHER	0.032781	0.967219	
Q8XBE0	OTHER	0.000784	0.999216	
Q8XBE7	OTHER	0.000551	0.999449	
Q8XBI4	OTHER	0.002790	0.997210	
Q8XBJ1	OTHER	0.000804	0.999196	
Q8XBJ3	OTHER	0.000817	0.999183	
Q8XBJ8	OTHER	0.000778	0.999222	
Q8XBK2	OTHER	0.418217	0.581783	
Q8XBK3	OTHER	0.002724	0.997276	
Q8XBL2	OTHER	0.003099	0.996901	
Q8XBL3	OTHER	0.001618	0.998382	
Q8XBL5	OTHER	0.000734	0.999266	
Q8XBM3	OTHER	0.002270	0.997730	
Q8XBN2	OTHER	0.002543	0.997457	
Q8XBN9	SP(Sec/SPI)	0.976890	0.023110	CS pos: 19-20. AGC-GW. Pr: 0.5015
Q8XBQ1	SP(Sec/SPI)	0.994963	0.005037	CS pos: 20-21. CTS-DD. Pr: 0.4211
Q8XBR4	OTHER	0.016016	0.983984	
Q8XBR7	OTHER	0.001817	0.998183	
Q8XBS3	OTHER	0.001033	0.998967	
Q8XBT4	OTHER	0.000555	0.999445	
Q8XBT6	OTHER	0.000489	0.999511	
Q8XBW3	OTHER	0.004321	0.995679	
Q8XBY3	SP(Sec/SPI)	0.983567	0.016433	CS pos: 21-22. SLA-PD. Pr: 0.3644
Q8XBY4	OTHER	0.004713	0.995287	
Q8XBZ3	OTHER	0.005188	0.994812	
Q8XCB3	OTHER	0.000610	0.999390	
Q8XCB8	OTHER	0.000504	0.999496	
Q8XCC6	OTHER	0.000937	0.999063	
Q8XCE7	OTHER	0.004414	0.995586	
Q8XCF0	OTHER	0.001057	0.998943	
Q8XCF9	OTHER	0.000279	0.999721	
Q8XCG0	OTHER	0.000915	0.999085	
Q8XCG3	OTHER	0.002131	0.997869	
Q8XCG6	OTHER	0.003487	0.996513	
Q8XCG7	SP(Sec/SPI)	0.997208	0.002792	CS pos: 19-20. VNA-AT. Pr: 0.9656
Q8XCI7	OTHER	0.001374	0.998626	
Q8XCJ3	OTHER	0.002886	0.997114	
Q8XCJ6	OTHER	0.001523	0.998477	
Q8XCJ9	OTHER	0.007168	0.992832	
Q8XCL9	OTHER	0.001400	0.998600	
Q8XCM5	SP(Sec/SPI)	0.972312	0.027688	CS pos: 22-23. TFA-VE. Pr: 0.8157
Q8XCN9	OTHER	0.001143	0.998857	
Q8XCQ5	SP(Sec/SPI)	0.997730	0.002270	CS pos: 19-20. SLA-AT. Pr: 0.8167
Q8XCQ7	OTHER	0.001819	0.998181	
Q8XCR0	OTHER	0.001373	0.998627	
Q8XCR3	OTHER	0.009233	0.990767	
Q8XCR6	OTHER	0.003988	0.996012	
Q8XCS6	SP(Sec/SPI)	0.990545	0.009455	CS pos: 17-18. ISC-ST. Pr: 0.3946
Q8XCS8	OTHER	0.000568	0.999432	
Q8XCT6	OTHER	0.000593	0.999407	
Q8XCT9	OTHER	0.001141	0.998859	
Q8XCU1	OTHER	0.002447	0.997553	
Q8XCU8	OTHER	0.015443	0.984557	
Q8XCV3	OTHER	0.001073	0.998927	
Q8XCV4	OTHER	0.005560	0.994440	
Q8XCV5	OTHER	0.144961	0.855039	
Q8XCW9	OTHER	0.000755	0.999245	
Q8XCX0	OTHER	0.000547	0.999453	
Q8XCX9	OTHER	0.002153	0.997847	
Q8XCZ0	OTHER	0.012976	0.987024	
Q8XCZ2	OTHER	0.000859	0.999141	
Q8XD03	OTHER	0.000661	0.999339	
Q8XD09	OTHER	0.001118	0.998882	
Q8XD33	OTHER	0.001191	0.998809	
Q8XD39	OTHER	0.008570	0.991430	
Q8XD46	OTHER	0.001568	0.998432	
Q8XD48	OTHER	0.000671	0.999329	
Q8XD57	OTHER	0.000355	0.999645	
Q8XD58	OTHER	0.002083	0.997917	
Q8XD79	OTHER	0.002424	0.997576	
Q8XD86	OTHER	0.008598	0.991402	
Q8XD99	OTHER	0.000816	0.999184	
Q8XDB2	OTHER	0.001496	0.998504	
Q8XDE7	OTHER	0.001446	0.998554	
Q8XDE9	OTHER	0.002627	0.997373	
Q8XDF6	OTHER	0.000409	0.999591	
Q8XDF7	OTHER	0.002086	0.997914	
Q8XDG0	OTHER	0.004874	0.995126	
Q8XDG2	OTHER	0.002509	0.997491	
Q8XDG3	OTHER	0.000455	0.999545	
Q8XDG6	OTHER	0.001969	0.998031	
Q8XDH0	OTHER	0.188643	0.811357	
Q8XDH7	SP(Sec/SPI)	0.997411	0.002589	CS pos: 30-31. VQA-EE. Pr: 0.9704
Q8XDI4	OTHER	0.001843	0.998157	
Q8XDI7	OTHER	0.000652	0.999348	
Q8XDJ6	OTHER	0.002770	0.997230	
Q8XDJ7	SP(Sec/SPI)	0.998245	0.001755	CS pos: 18-19. CSS-KH. Pr: 0.8949
Q8XDJ8	OTHER	0.002368	0.997632	
Q8XDM1	OTHER	0.000886	0.999114	
Q8XDN3	OTHER	0.009093	0.990907	
Q8XDP0	OTHER	0.000641	0.999359	
Q8XDP1	OTHER	0.000968	0.999032	
Q8XDQ0	OTHER	0.006091	0.993909	
Q8XDR6	OTHER	0.000807	0.999193	
Q8XDR8	OTHER	0.001736	0.998264	
Q8XDS0	OTHER	0.000542	0.999458	
Q8XDU0	OTHER	0.001353	0.998647	
Q8XDV7	OTHER	0.000764	0.999236	
Q8XDW7	OTHER	0.005836	0.994164	
Q8XDX8	OTHER	0.002516	0.997484	
Q8XDY5	OTHER	0.001583	0.998417	
Q8XDY7	OTHER	0.163154	0.836846	
Q8XDZ0	OTHER	0.001545	0.998455	
Q8XDZ1	OTHER	0.420239	0.579761	
Q8XDZ2	OTHER	0.000659	0.999341	
Q8XDZ4	SP(Sec/SPI)	0.995823	0.004177	CS pos: 23-24. AHA-AD. Pr: 0.8317
Q8XDZ5	OTHER	0.000704	0.999296	
Q8XDZ9	OTHER	0.001378	0.998622	
Q8XE07	OTHER	0.002676	0.997324	
Q8XE09	OTHER	0.005460	0.994540	
Q8XE13	OTHER	0.055760	0.944240	
Q8XE27	OTHER	0.000884	0.999116	
Q8XE29	OTHER	0.000591	0.999409	
Q8XE32	OTHER	0.002677	0.997323	
Q8XE39	OTHER	0.011845	0.988155	
Q8XE40	OTHER	0.088176	0.911824	
Q8XE52	OTHER	0.004199	0.995801	
Q8XE58	OTHER	0.001919	0.998081	
Q8XE63	OTHER	0.392599	0.607401	
Q8XE72	SP(Sec/SPI)	0.737198	0.262802	CS pos: 20-21. ALC-KQ. Pr: 0.5383
Q8XE76	OTHER	0.000831	0.999169	
Q8XE81	OTHER	0.027038	0.972962	
Q8XE88	OTHER	0.001807	0.998193	
Q8XE93	OTHER	0.000635	0.999365	
Q8XE94	OTHER	0.000794	0.999206	
Q8XEA7	OTHER	0.000799	0.999201	
Q8XEC3	OTHER	0.000518	0.999482	
Q8XEC6	OTHER	0.003395	0.996605	
Q8XED0	OTHER	0.001385	0.998615	
Q8XED8	OTHER	0.000631	0.999369	
Q8XEE5	OTHER	0.001095	0.998905	
Q8XEG2	OTHER	0.001599	0.998401	
Q8XEH3	OTHER	0.002970	0.997030	
Q8XEJ1	OTHER	0.001626	0.998374	
Q9REB3	OTHER	0.000888	0.999112	
Q9S5G3	OTHER	0.001589	0.998411	
Q9S5G4	OTHER	0.002253	0.997747	
A0A0H3JBQ6	OTHER	0.000926	0.999074	
A0A0H3JBT6	OTHER	0.001861	0.998139	
A0A0H3JBW9	OTHER	0.001264	0.998736	
A0A0H3JBY6	SP(Sec/SPI)	0.970052	0.029948	CS pos: 26-27. VQA-AD. Pr: 0.8560
A0A0H3JCB9	OTHER	0.000528	0.999472	
A0A0H3JCK4	OTHER	0.001806	0.998194	
A0A0H3JCM0	OTHER	0.000704	0.999296	
A0A0H3JCM9	OTHER	0.000524	0.999476	
A0A0H3JCR2	OTHER	0.000976	0.999024	
A0A0H3JCU8	SP(Sec/SPI)	0.999326	0.000674	CS pos: 18-19. AHA-VS. Pr: 0.9557
A0A0H3JCV4	OTHER	0.004106	0.995894	
A0A0H3JCW5	OTHER	0.001841	0.998159	
A0A0H3JCW8	OTHER	0.000929	0.999071	
A0A0H3JCX1	SP(Sec/SPI)	0.736067	0.263933	CS pos: 36-37. AFA-AP. Pr: 0.6295
A0A0H3JCX2	OTHER	0.104388	0.895612	
A0A0H3JCY2	OTHER	0.001814	0.998186	
A0A0H3JD18	SP(Sec/SPI)	0.982462	0.017538	CS pos: 21-22. VVA-AE. Pr: 0.5232
A0A0H3JD23	SP(Sec/SPI)	0.994006	0.005994	CS pos: 20-21. GYA-AE. Pr: 0.7451
A0A0H3JD45	OTHER	0.000207	0.999793	
A0A0H3JD81	OTHER	0.000960	0.999040	
A0A0H3JDC1	OTHER	0.002460	0.997540	
A0A0H3JDN2	OTHER	0.002211	0.997789	
A0A0H3JDT8	SP(Sec/SPI)	0.994006	0.005994	CS pos: 20-21. GYA-AE. Pr: 0.7451
A0A0H3JDU8	OTHER	0.009771	0.990229	
A0A0H3JDU9	OTHER	0.001842	0.998158	
A0A0H3JDV8	OTHER	0.003699	0.996301	
A0A0H3JE16	OTHER	0.015340	0.984660	
A0A0H3JE20	OTHER	0.008581	0.991419	
A0A0H3JE22	OTHER	0.050913	0.949087	
A0A0H3JE39	OTHER	0.311055	0.688945	
A0A0H3JE42	OTHER	0.235465	0.764535	
A0A0H3JEB0	OTHER	0.001365	0.998635	
A0A0H3JEC1	OTHER	0.003527	0.996473	
A0A0H3JEF4	SP(Sec/SPI)	0.566600	0.433400	CS pos: 36-37. VRA-AE. Pr: 0.3899
A0A0H3JEI3	OTHER	0.001560	0.998440	
A0A0H3JEL3	OTHER	0.000676	0.999324	
A0A0H3JEL6	OTHER	0.034382	0.965618	
A0A0H3JEN1	OTHER	0.000322	0.999678	
A0A0H3JEN8	OTHER	0.226744	0.773256	
A0A0H3JEQ1	OTHER	0.002791	0.997209	
A0A0H3JER5	OTHER	0.001115	0.998885	
A0A0H3JES9	SP(Sec/SPI)	0.981681	0.018319	CS pos: 23-24. AMA-EN. Pr: 0.9093
A0A0H3JEW4	OTHER	0.001133	0.998867	
A0A0H3JEX3	OTHER	0.000909	0.999091	
